record_id,logical_trace_id,request_id,request_ordinal,ai_turn_index,context_tokens
swe_agent_record_00290,moogar0880__PyTrakt-120,swe_agent_record_00290_turn_00056,27,56,26742
swe_agent_record_00291,moogar0880__PyTrakt-120,swe_agent_record_00291_turn_00136,67,136,26941
swe_agent_record_00292,moogar0880__PyTrakt-120,swe_agent_record_00292_turn_00088,43,88,26850
swe_agent_record_00293,moogar0880__PyTrakt-120,swe_agent_record_00293_turn_00138,68,138,27132
swe_agent_record_00294,moogar0880__PyTrakt-120,swe_agent_record_00294_turn_00056,27,56,27464
swe_agent_record_00295,moogar0880__PyTrakt-120,swe_agent_record_00295_turn_00078,38,78,27402
swe_agent_record_00296,moogar0880__PyTrakt-120,swe_agent_record_00296_turn_00066,32,66,27219
swe_agent_record_00297,moogar0880__PyTrakt-120,swe_agent_record_00297_turn_00146,72,146,27093
swe_agent_record_00298,moogar0880__PyTrakt-120,swe_agent_record_00298_turn_00070,34,70,27132
swe_agent_record_00299,moogar0880__PyTrakt-120,swe_agent_record_00299_turn_00030,14,30,5605
swe_agent_record_00300,moogar0880__PyTrakt-120,swe_agent_record_00300_turn_00070,34,70,26429
swe_agent_record_00301,moogar0880__PyTrakt-120,swe_agent_record_00301_turn_00068,33,68,26974
swe_agent_record_00302,nion-software__niondata-20,swe_agent_record_00302_turn_00492,245,492,25704
swe_agent_record_00303,nion-software__niondata-20,swe_agent_record_00303_turn_00050,24,50,27381
swe_agent_record_00304,nion-software__niondata-20,swe_agent_record_00304_turn_00096,47,96,26657
swe_agent_record_00305,nion-software__niondata-20,swe_agent_record_00305_turn_00096,47,96,27101
swe_agent_record_00306,nion-software__niondata-20,swe_agent_record_00306_turn_00062,30,62,25889
swe_agent_record_00307,nion-software__niondata-20,swe_agent_record_00307_turn_00112,55,112,26887
swe_agent_record_00308,nion-software__niondata-20,swe_agent_record_00308_turn_00064,31,64,14874
swe_agent_record_00309,nion-software__niondata-20,swe_agent_record_00309_turn_00048,23,48,22457
swe_agent_record_00310,nion-software__niondata-20,swe_agent_record_00310_turn_00054,26,54,27367
swe_agent_record_00311,nion-software__niondata-20,swe_agent_record_00311_turn_00094,46,94,27453
swe_agent_record_00312,nion-software__niondata-20,swe_agent_record_00312_turn_00020,9,20,8185
swe_agent_record_00313,nion-software__niondata-20,swe_agent_record_00313_turn_00064,31,64,27402
swe_agent_record_00314,nion-software__niondata-20,swe_agent_record_00314_turn_00060,29,60,27376
swe_agent_record_00315,nion-software__niondata-20,swe_agent_record_00315_turn_00044,21,44,22454
swe_agent_record_00316,numpy__numpydoc-429,swe_agent_record_00316_turn_00068,33,68,27233
swe_agent_record_00317,numpy__numpydoc-429,swe_agent_record_00317_turn_00028,13,28,7778
swe_agent_record_00318,numpy__numpydoc-429,swe_agent_record_00318_turn_00334,166,334,26369
swe_agent_record_00319,numpy__numpydoc-429,swe_agent_record_00319_turn_00060,29,60,12741
swe_agent_record_00320,numpy__numpydoc-429,swe_agent_record_00320_turn_00064,31,64,26562
swe_agent_record_00321,numpy__numpydoc-429,swe_agent_record_00321_turn_00040,19,40,11243
swe_agent_record_00322,numpy__numpydoc-429,swe_agent_record_00322_turn_00082,40,82,26335
swe_agent_record_00323,numpy__numpydoc-429,swe_agent_record_00323_turn_00026,12,26,7574
swe_agent_record_00324,numpy__numpydoc-429,swe_agent_record_00324_turn_00032,15,32,11521
swe_agent_record_00325,numpy__numpydoc-429,swe_agent_record_00325_turn_00042,20,42,13888
swe_agent_record_00326,numpy__numpydoc-429,swe_agent_record_00326_turn_00062,30,62,23533
swe_agent_record_00327,numpy__numpydoc-429,swe_agent_record_00327_turn_00086,42,86,26880
swe_agent_record_00328,numpy__numpydoc-429,swe_agent_record_00328_turn_00034,16,34,9359
swe_agent_record_00329,numpy__numpydoc-429,swe_agent_record_00329_turn_00068,33,68,27390
swe_agent_record_00330,numpy__numpydoc-429,swe_agent_record_00330_turn_00070,34,70,27542
swe_agent_record_00331,numpy__numpydoc-429,swe_agent_record_00331_turn_00030,14,30,8285
swe_agent_record_00332,numpy__numpydoc-429,swe_agent_record_00332_turn_00040,19,40,10368
swe_agent_record_00333,oasis-open__cti-taxii-client-32,swe_agent_record_00333_turn_00044,21,44,18574
swe_agent_record_00334,oasis-open__cti-taxii-client-32,swe_agent_record_00334_turn_00134,66,134,27119
swe_agent_record_00335,oasis-open__cti-taxii-client-32,swe_agent_record_00335_turn_00072,35,72,26364
swe_agent_record_00336,oasis-open__cti-taxii-client-32,swe_agent_record_00336_turn_00030,14,30,8987
swe_agent_record_00337,oasis-open__cti-taxii-client-32,swe_agent_record_00337_turn_00024,11,24,9029
swe_agent_record_00338,oasis-open__cti-taxii-client-32,swe_agent_record_00338_turn_00050,24,50,27312
swe_agent_record_00339,oasis-open__cti-taxii-client-32,swe_agent_record_00339_turn_00052,25,52,27139
swe_agent_record_00340,oasis-open__cti-taxii-client-32,swe_agent_record_00340_turn_00024,11,24,13243
swe_agent_record_00341,oasis-open__cti-taxii-client-32,swe_agent_record_00341_turn_00014,6,14,3617
swe_agent_record_00342,oasis-open__cti-taxii-client-32,swe_agent_record_00342_turn_00016,7,16,10108
swe_agent_record_00343,oasis-open__cti-taxii-client-32,swe_agent_record_00343_turn_00044,21,44,21128
swe_agent_record_00344,oasis-open__cti-taxii-client-32,swe_agent_record_00344_turn_00032,15,32,10465
swe_agent_record_00345,oasis-open__cti-taxii-client-32,swe_agent_record_00345_turn_00064,31,64,17024
swe_agent_record_00346,oasis-open__cti-taxii-client-32,swe_agent_record_00346_turn_00486,242,486,25679
swe_agent_record_00347,oasis-open__cti-taxii-client-32,swe_agent_record_00347_turn_00020,9,20,7748
swe_agent_record_00348,oasis-open__cti-taxii-client-32,swe_agent_record_00348_turn_00100,49,100,27241
swe_agent_record_00349,oasis-open__cti-taxii-client-32,swe_agent_record_00349_turn_00058,28,58,23653
swe_agent_record_00350,oasis-open__cti-taxii-client-32,swe_agent_record_00350_turn_00042,20,42,11598
swe_agent_record_00351,peter-wangxu__persist-queue-127,swe_agent_record_00351_turn_00020,9,20,7499
swe_agent_record_00352,peter-wangxu__persist-queue-127,swe_agent_record_00352_turn_00102,50,102,26216
swe_agent_record_00353,peter-wangxu__persist-queue-127,swe_agent_record_00353_turn_00020,9,20,9971
swe_agent_record_00354,peter-wangxu__persist-queue-127,swe_agent_record_00354_turn_00014,6,14,7309
swe_agent_record_00355,peter-wangxu__persist-queue-127,swe_agent_record_00355_turn_00016,7,16,8849
swe_agent_record_00356,peter-wangxu__persist-queue-127,swe_agent_record_00356_turn_00016,7,16,6304
swe_agent_record_00357,peter-wangxu__persist-queue-127,swe_agent_record_00357_turn_00080,39,80,26509
swe_agent_record_00358,peter-wangxu__persist-queue-127,swe_agent_record_00358_turn_00020,9,20,7178
swe_agent_record_00359,peter-wangxu__persist-queue-127,swe_agent_record_00359_turn_00012,5,12,6385
swe_agent_record_00360,peter-wangxu__persist-queue-127,swe_agent_record_00360_turn_00020,9,20,8979
swe_agent_record_00361,peter-wangxu__persist-queue-127,swe_agent_record_00361_turn_00018,8,18,7279
swe_agent_record_00362,peter-wangxu__persist-queue-127,swe_agent_record_00362_turn_00120,59,120,27295
swe_agent_record_00363,pydantic__pydantic-1814,swe_agent_record_00363_turn_00050,24,50,31576
swe_agent_record_00364,pydantic__pydantic-1814,swe_agent_record_00364_turn_00050,24,50,11729
swe_agent_record_00365,pydantic__pydantic-1814,swe_agent_record_00365_turn_00042,20,42,14586
swe_agent_record_00366,pydantic__pydantic-1814,swe_agent_record_00366_turn_00022,10,22,6888
swe_agent_record_00367,pydantic__pydantic-1814,swe_agent_record_00367_turn_00048,23,48,15704
swe_agent_record_00368,pydantic__pydantic-1814,swe_agent_record_00368_turn_00036,17,36,9556
swe_agent_record_00369,pydantic__pydantic-1814,swe_agent_record_00369_turn_00064,31,64,25409
swe_agent_record_00370,pydantic__pydantic-1814,swe_agent_record_00370_turn_00030,14,30,8760
swe_agent_record_00371,pydantic__pydantic-1814,swe_agent_record_00371_turn_00058,28,58,20966
swe_agent_record_00372,pydantic__pydantic-1814,swe_agent_record_00372_turn_00034,16,34,11509
swe_agent_record_00373,pydantic__pydantic-1814,swe_agent_record_00373_turn_00050,24,50,20627
swe_agent_record_00374,pydantic__pydantic-1814,swe_agent_record_00374_turn_00072,35,72,20954
swe_agent_record_00375,pydantic__pydantic-1814,swe_agent_record_00375_turn_00032,15,32,11590
swe_agent_record_00376,pydantic__pydantic-1814,swe_agent_record_00376_turn_00036,17,36,21290
swe_agent_record_00377,pydantic__pydantic-1814,swe_agent_record_00377_turn_00032,15,32,8752
swe_agent_record_00378,pydantic__pydantic-1814,swe_agent_record_00378_turn_00064,31,64,22028
swe_agent_record_00379,pydantic__pydantic-1814,swe_agent_record_00379_turn_00042,20,42,12023
swe_agent_record_00380,pydantic__pydantic-2226,swe_agent_record_00380_turn_00052,25,52,6002
swe_agent_record_00381,pydantic__pydantic-2226,swe_agent_record_00381_turn_00024,11,24,5726
swe_agent_record_00382,pydantic__pydantic-2226,swe_agent_record_00382_turn_00036,17,36,15217
swe_agent_record_00383,pydantic__pydantic-2226,swe_agent_record_00383_turn_00084,41,84,30344
swe_agent_record_00384,pydantic__pydantic-2226,swe_agent_record_00384_turn_00020,9,20,4545
swe_agent_record_00385,pydantic__pydantic-2226,swe_agent_record_00385_turn_00040,19,40,12203
swe_agent_record_00386,pydantic__pydantic-2226,swe_agent_record_00386_turn_00062,30,62,26986
swe_agent_record_00387,pydantic__pydantic-2226,swe_agent_record_00387_turn_00076,37,76,31294
swe_agent_record_00388,pydantic__pydantic-2226,swe_agent_record_00388_turn_00078,38,78,31916
swe_agent_record_00389,pydantic__pydantic-2226,swe_agent_record_00389_turn_00046,22,46,12141
swe_agent_record_00390,pydantic__pydantic-2226,swe_agent_record_00390_turn_00034,16,34,16264
swe_agent_record_00391,pydantic__pydantic-2226,swe_agent_record_00391_turn_00038,18,38,6254
swe_agent_record_00392,pydantic__pydantic-2226,swe_agent_record_00392_turn_00110,54,110,31649
swe_agent_record_00393,pydantic__pydantic-2226,swe_agent_record_00393_turn_00030,14,30,11267
swe_agent_record_00394,pydantic__pydantic-2226,swe_agent_record_00394_turn_00032,15,32,9742
swe_agent_record_00395,pydantic__pydantic-2226,swe_agent_record_00395_turn_00010,4,10,5158
swe_agent_record_00396,pydantic__pydantic-2226,swe_agent_record_00396_turn_00024,11,24,7981
swe_agent_record_00397,pydantic__pydantic-2532,swe_agent_record_00397_turn_00022,10,22,9312
swe_agent_record_00398,pydantic__pydantic-2532,swe_agent_record_00398_turn_00044,21,44,26498
swe_agent_record_00399,pydantic__pydantic-2532,swe_agent_record_00399_turn_00062,30,62,12422
